line_id,reference,hypothesis
m06-067-00,' You are too foul to live ! ' Haris growled . ' Why are,You aie Soo Poul ho \iwe! Hanis Qrowled. ley ore
m06-067-01,"you not killed ? ' ' Because we know all things , ' the","you nok leilled’” ""Because we know all things, re"
m06-067-02,Chief Captive said . Suddenly his second head roused,Chiek Caghve said. Sudden y Ws second head roused
m06-067-03,"itself and declared , ' To be a good shape is not all",itselk and heclared 1 lo bea acod shape ‘s act all
m06-067-04,in life . To know is also good . Because we cannot move,in Me- To know is also good. Because we cannet mave.
m06-067-05,well we can - think . This tribe of the True World,vel we can - toak Ms bribe of lhe Tre Wald
m06-076-00,So it lets us rule it . ' Flor and Lily-yo,So it lets ug mole it Fler and Lily -~yo
m06-076-01,muttered together . ' Do you say that you poor,"Nutt creck together, ‘Do You Say rat you. eoot"
m06-076-03,at last . ' We do . ' ' Then why are you captives ? ',"ok last ‘We do, 'Then why are you caphves 2"
m06-076-04,"The flyman with ear lobes and thumbs connected ,",The Elywon wil ear (does and kiumbs conneched ;
m06-076-05,"making his perpetual little gesture of protest ,",Malag Wis perpetual Lille gesture of erclest
m06-083-00,"' To rule is to serve , woman . Those who bear power","‘To hue 8 to Serve, UWoHan. Tluase whe \looar joower"
m06-083-01,are slaves to it . Only an outcast is free . Because,are Slaves ky ih. Only an Bubcagd }s tree . Re cause
m06-083-02,"we are Captives , we have the time to talk and","We are Canes , mse have Me bee to bole and"
m06-083-03,think and plan and know . Those who know,Wunak and plan and know. These whe mow
m06-083-04,command the knives of others . ' ' No hurt will,command Hre knives af aotbers. ‘No hurt will
m06-083-05,"come to you , Lily-yo , ' Band Appa Bondi added .","Come to you, Lily-yo,' Baad Appa Bondi added."
m06-083-06,' You will live among us and enjoy your life free,You will lve aMeng US and QN\ey yout lie Rree
m06-091-00,' No ! ' the Chief Captive said with both mouths .,Wel He ied Captive said wilh lodh mouths.
m06-091-01,"' Before she can enjoy , Lily-yo and her companion",Lelore ghe can enysy Lily—yo ank ler COMPANIon
m06-091-02,Flor - this other man creature is plainly useless -,Flot ~tas ober man cteakare Is plainly useless —
m06-091-03,must help our great plan . ' ' The invasion ? ' Bondi,Must helo our qreat olan.’ ‘The iquasion? ' Bond
m06-091-06,and its savage life are still fresh in you .,and its sqvage Uke are shill Ged ia YOu.
m06-098-00,We need such memories . So we ask you to go,We needa such WMeHoNes. So we ark You ko a?
m06-098-01,back there on a great plan we have . ' ' Go back ? ',back Mere on a ateot Glan we have. 'Go back?’
m06-098-02,gasped Flor . ' Yes . We plan to attack the Heavy,Foxped Yar S¥ea. We eran to attack Me Heavy
m06-098-03,World . You must help to lead our force . ' The long,World. You must help to lead Gur force. ' The long
m06-098-04,"afternoon of eternity wore on , that long golden road","atierncen of elernty wore aa, Liat long A Alden road"
m06-098-05,of an afternoon that would somewhere lead to,ot On atlerneon Mok would Somewhere load by
m06-106-00,"Motion there was , but motion without event - except","Mahon there wos, lut nahon without event - except"
m06-106-01,for those negligible events that seemed so large to,ter Yiese nea qicle event that Seerned go large to
m06-106-02,"the creatures participating in them . For Lily-yo , Flor","the cleotures porticipahag la them. tor Lily — yo, Fler"
m06-106-03,and Haris there were many events . Chief of these was,and Hans there were mony esants. Click af Wrese was
m06-106-04,that they learned to fly properly . The pains associated,Wiot Huey learned bo \ly properly. The gains ASSo ciated
m06-106-05,with their wings soon died away as the wonderful,with Hheir usingS Sooa died away as tre wonderful
m06-106-06,new flesh and tendon strengthened . To sail up in the,new Ylesk and Sendon Strenatrened. lo Sail up ia be
m06-106-07,light gravity became an increasing delight - the ugly,Light Qravity became an in creaing deliahr ~ tLe ugly
m06-106-08,flopping movements of flymen on the Heavy World,(Loppiag movennent ok K\yuren an tle Heavy World
n01-000-00,Alastair was a bachelor . All his life he had,Alasiay Wo a Guthilor fu bs UR lel fod
n01-000-01,been inclined to regard women as something,Aan wicliva (Gua HMOINL? WS wemetrg
n01-000-02,which must necessarily be subordinated to his,MWC mw UM CSSase Uy Le da boraacrtidteHn 170 ltrs
n01-000-03,career . Now he realised that he was entrusting not only,reer Now he tole tol ht Ha cata hot “1G
n01-000-04,"his own life , but Geoffrey's as well , to a strange girl",M0 Ow? “fe Oud Chofiecy Ver sth 0 a Who cuge fee
n01-000-05,whom he had never met and on whom after no more,HOM) fyi ho pep ml or MH AAam of) no Wwe
n01-000-06,than a couple of telephone calls he was,hoy Coup of phere (ala fh War
n01-009-02,evening - and I shall look forward to meeting you,me -Qua Jsuatk oc fomeanc h ae ae
n01-009-03,"both at midnight . "" They might have been",Ho ca Uhh aga.” “hg a have Ceecr
n01-009-04,arranging a supper party . Then she rang off .,il ae? Q Suyype) fey Mutu Be ong of
n01-009-05,Alastair admitted that never in a not altogether,Nlattiy atu fuel wve vw 2 cat alt udlgag?
n01-009-06,uneventful life had he come across a girl who,de WE a7 fk of bak le wie acem epee YuU0
n01-009-07,sounded so charming and appeared to be so,GUALUA So el Cate And pE AOE he yante
n01-004-00,It was a novel experience . Alastair was,JE wer a Zobel 2ypthba ce | AGpler LMt
n01-004-01,quite unable to explain why he should feel,fro & Unalé t Axylae thy he gliald fet
n01-004-02,so much confidence in her . Once again,fa lhe Conppotenea tle ak. Dice. ym
n01-004-03,she checked back her instructions . It was,Hla thechiol fate Mop sup luhorrw WA Leap
n01-004-04,obvious that she did not fail to appreciate the,Stn cup fad rh. till tad peal od aryre cate Ms
n01-004-05,faith which he was placing in her and,AK Wild As tar platy th Aas ated
n01-004-06,was prepared to accept the responsibility .,Lhe P Pipe va sccere JK PeOprrp Be fy.
n01-020-00,For some reason the orderlies had forgotten,
n01-020-01,to switch on the lights ; there was no colour -,"by antl cr fe Ooty, Move are re coberer-"
n01-020-02,physical features were distinguishable solely by,
n01-020-03,gradations of silvery greyness . Even the snow-,
n01-020-04,"capped summit of Mont Blanc , seven miles",
n01-020-05,"below , was not recognisable among the host","helen , wre 04 recegquiolle aming She hel"
n01-020-06,of lower peaks . The screen of the air-to-air,A lywer peahe. Te acreon of be ante “air
n01-020-07,radar glowed . Occasionally minute spots,
n01-020-08,"flickered across its surface , but there was","Yichined acne th onface, bit More wae"
n01-031-00,In the exceptional clarity he was even able to,In the exceptional darity he was €Ven able to
n01-031-01,make a direct comparison between the radar,make I direct Compar sob befween the radar
n01-031-02,image and the ground itself . Ahead lay the,Image and the grennd itself Ahead Lay the
n01-031-03,"Plain of Lombardy ; to the right , Turin ; to the","Plain of Lombardy ; to the right , Turin; to the"
n01-031-04,"left , Milan . The directional angle of the","Left Mitan, The directional angle of She"
n01-031-05,scanner could be adjusted to cover any,SC Ahher could be adjusted ty cover anf
n01-031-06,particular area within its range . Geoffrey,"particular AVE 4 with in its lange , Geoffrey"
n01-031-08,ground immediately ahead .,ground imine diately ahead.
n01-045-00,"Now , as Alastair reduced the thrust , the","Wen, «2 Alaotun reduced She flere fhe"
n01-045-01,pitch changed as the nose of the aircraft,wif hanged a Me nore of he wrcraff
n01-045-02,dipped slightly . The needle of the speed,Mypped Aight Whe recede f fhe opecd
n01-045-04,"before coming to rest at 5.0 . "" We 're a bit","hofre coming te neh at 59, ""Ate're « 4d"
n01-045-07,smiled . Alastair talked of running in when,
n01-045-08,they were still more than four hundred,
n01-045-09,miles from their destination .,
n01-036-00,"He was able to pick out towns , unrecognisable to the","Me war able #0 pict cut fowns, umecogtitea be fo the"
n01-036-01,"naked eye , obscured by the ground haze which even","poged oe, OOltiure? by te | hate whreh even"
n01-036-02,on the clearest night limited angular vision . He glanced,op te clearesf night Limite? 7 LUSION . fe fHancen
n01-036-03,at the speed recorder . It seemed almost incredible that,al He seo woorzer. LE Seemed almotl mcredtle phar
n01-036-04,the tiny white figure of 8.5 against which the needle,Whe tay Loti le fyer f AS ager which the peee
n01-036-05,was resting could really mean hundreds of knots .,jJal am | could aaady mean finde of LIOM
n01-052-00,They were nearing Modena . Geoffrey focused the radar scanner,"Tay, wert PBDI, Hodana. Ypofren, focused Rio roclar scoume"
n01-052-08,by special helicopter from the Horse Guards,by aperrod Lalterpler from He Horse “uarca
n01-057-00,Geoffrey set himself to consider the,
n01-057-01,movements of the Bentley . It had passed,teareweF of (x Weoley Aad pasped
n01-057-02,him at the temporary bridge over the,
n01-057-03,Tartaro at a few minutes past ten on the,Fas dace da fs wubihr path fon om Ho
n01-057-04,previous night . He worked out the distance,Preeti. fhe baaked red fla Alf
n01-057-05,on the presumption that its route had been,isi Mem yrperucinpfed. ad ab sri thet dean
n01-057-06,through Florence and Rome and then,"Mirage, CLootscte. ad fatrag ad ~lo~"
n01-057-07,across Italy via Foggia to Barletta .,atv 49 My Via /pyd Pi Gaie la.
n01-057-08,It came to just over six hundred,"ld Cane “aA le ys, Maameaintal"
n02-000-00,DARKNESS had descended like a curtain by the,~DAGZERESS Vod scenrctel Like Q Ceeilae log tle
n02-000-01,"time they docked at Belleray . And though Guy ,","ine | Ley dccleecl ot Re leay, Awol tlesreg Le buy,"
n02-000-02,"made nervous by Beryl's silence , drove at reckless","Wace Ueiveus loy ‘esl s Sikuce , OLteve af reckless"
n02-000-03,"speed to the Villa , it was quickly evident that","Speed to the rila, it Was qQurckly LRwrictkut {lat"
n02-000-04,the party was over . Piers came strolling out to,lle e~4 Was ove. Res came gWe ULive ot te
n02-000-05,"meet the Deanes , and as soon as Guy had","Unveet¥ the Nea ues , Onk AS sceun ag Guy lreol"
n02-000-06,"driven away , invited them casually to come to",OL ve kl Seay ; tui tect Hie agus Ly le Come he
n02-016-01,"casual tone , "" She 's not returning to her family . She 's","Casual leure, “ Glee s Lol nethicaing lo lwo 9 . Lea's"
n02-016-02,"going to live with friends of the bank manager , just",ge1m4 le Lire wall triwcAs ol Vee bau uagnnting.) / jes
n02-016-03,"this side of Belleray . "" Mrs. Deane made a suitable","tis Side ef Keleray, ""Thess. ‘uae Wiercle. A Site ble"
n02-016-04,"comment , but Beryl said nothing . She was trying","COWmeret , lout “Bes | Sai acl laeaacg - Sle wes Ny ling"
n02-016-05,to sort things out in her mind . That beneath his,lo Sot Hirnas aut aun ler warn. “lat looneiita Leis
n02-016-06,unnaturally smooth exterior Piers was simmering,Lanna tresally Suveoeclh 2x bei oni Ca ieas WALS Ri Yauaering
n02-016-07,with anger against her she had no doubt .,ws th uae) ages Let cly bed Uc eeuli .
n02-004-00,"To Beryl , at least , this was anti-climax with a","Lo Beryl , oA least eis LIAS ON - Civ ax wo WK a"
n02-004-01,vengeance . She had expected to be met with violent,UL Ge ance. Shut had expected tobe mek With violin
n02-004-02,reproaches - and here he was bland and smiling .,1 proaces - and Wwe he was bland Gnd Suukuq
n02-004-03,But it did not take her long to realise that his mood,Bud WK WA notable her lima +0 ywalise that Wis mood
n02-004-04,was less pleasant than appeared on the surface .,UIas \éess pluasam tlian appecsea on ALe suf ace |
n02-004-05,"He told her nonchalantly , as he led the way to his","We Adld ho non Chahant ly , as a Wd the loay *0 lus"
n02-004-06,"own veranda , that he had taken the liberty of","OLon Wwanda , Hrak he Wad talen We bot, of"
n02-004-07,asking Jack - as a representative of the Vallin family -,asin Naclke - as @ re pres en tz Hue of Hina Walbin Fadrile -
n02-004-08,to come over and make the presentation in her stead .,AO Come GU Und Urela Ae presenta mn in bus Saad .
n02-009-00,""" I caught him just as he was going to the",Cora arat VA uss as he was AAA +e -\lie
n02-009-02,of fact I 'd asked him last night to deputise,of fuck TA ashaed Wivws lass Mabel +o de prise
n02-009-03,for me and fetch her . He brought her to the party,"Lox M2 CuUnd ferAd, her. He rouge nee +e tie party"
n02-009-06,said the first thing that came into her head .,"Said the Hest thing thet came into her head,"
n02-028-05,"had had a thoroughly good time , and it would take them",5 fo * beet ath ae id { weuld ln hau
n02-028-06,nearly to next week to settle down again . Meanwhile,we L wth ata t cle ben aque Wessel
n02-028-07,Hubert would have betaken himself and his well-,"iis ald Vis, Wes LD OK ad -"
n02-049-03,"look as though it was only what you expected of me ,",ne Ni to 4 WAL oly ala Yor aide | nh
n02-033-00,It was all over and done with .,i WAS Gl/ out wf Lange ott.
n02-033-01,For the time being Beryl was content to let,ae hi Ht beg fy/ va Cat fo pf
n02-033-02,"it go at that , but she resolved to have",ip 7 ont hat Lb. She peso/iyO9o/ fe Oacat
n02-033-03,it out with Piers when a reasonable,"\E gut cof, Pere whi 9 rex soreh &"
n02-033-04,opportunity presented itself . He must,opper Pats’ Po ppresee fel Feel]. Me bust
n02-033-05,learn that he could not treat her,lfomsn Ee Baw wk reve &
n02-033-06,"with injustice and contempt , ignoring","Ln'tt, (nas hee af Co te pf | a"
n02-033-07,her explanations as though he were,is ex plirre fror AS Tho ph Le npene
n02-033-08,"a schoolmaster and she a small ,",G Stlos/riesS Hi aul be Gg Stel |
n02-037-00,He gave her no chance of any private,"Le Ge bi, no hace of Ay poste"
n02-037-01,"conversation that evening , for when","Co euta hor, Hat on ai, fs ra a oe"
n02-037-02,"Blanche and Jack left , he went with","Bhs aad j--k (ft, “o wtt wt,"
n02-037-03,them . But next morning she insisted,hha. Rot bbr< f- minal | sle 148.5 feof
n02-037-04,on his taking her out in the jeep -,"on MS tall vy be, our /t, He pep -"
n02-037-05,"to find , if possible , Hubert and his","te fr , d pos ble , [Abt aw Ls"
n02-037-07,her great disappointment at being,"oe pres? Ais part ft af ber,"
n02-037-08,held up in Balicou .,bl yp Yn ‘ly a .
n02-040-00,"With an air of resignation he sent Judy , his","Vith an aur of reugnaten ke tok Judy, bec"
n02-040-01,"Boxer , to the back , and made room for her",Boxer to tho bank and whde mow boar Kar
n02-040-02,"beside him . "" Is that all you want to do ? """,boo fom. Le frag al you and ts do?*
n02-040-03,"he asked , letting in the clutch . "" No ; I want","he asta  tebing O te hid . “ho, | teat"
n02-040-04,to make you understand just what happened,ip wahd you urdirtard jirat what happend
n02-040-05,"about this Balicou trip , "" she returned","aboedl bua Babrou dip, * cha rohecrrdd"
n02-040-06,"coldly . "" I 'm a little tired of being treated","colby"" Iw a Glhba tered of boing debated"
n02-040-07,"like an ineffective imbecile . """,Ly a aN ) fe ba awbhecke.°
n02-045-00,""" And I 'm heartily sick of being constantly called",And M00 Macdby wae of beng onitartly Call
n02-045-01,"to account for my manners , "" he retorted .","10 account for my wapnars, be redokAd"
n02-045-02,""" What have I done wrong now ? I cover up for",' hak have | dene GONG POL) ? | aver top for
n02-045-03,you the best way I can by getting hold of Jack,you dre best Lay | an by potting KAA of Jack
n02-045-04,"to make the presentation , I run the damned","10 Mabe dn petentatan , Ir) He AdwneA"
n02-045-05,party to the best of my ability - saying the,party to tha bet af ray ability - cayig Hn
n02-045-06,sugary things you ought to have been there,Migaty Manga you ou pbk do have bean there
n02-054-01,to understand all the whys and,to irrrderstarcl all tle whys ia ol
n02-054-02,"wherefores of your actions , "" he said",ws Lure pores of Your ach ous “ be sar'ol
n02-054-03,"stiffly . "" Still less to criticise you . """,chifly “SKU bes 4% cnherce You.
n02-054-04,""" Oh , drop that nonsense , Piers !",“OL ; drop tbat AOUSLULE | 47 ee Les
n02-054-05,"Be yourself , "" she exclaimed , with","be yourseY, "" phe exclarwel an tL"
n02-054-06,"mounting exasperation . "" Very well ! "" He",na oie Hr exaggerate lay well ¥ ” fle
n02-054-07,brought the jeep to a standstill in a rough,prove lat He peep ya Shaudéehl oy 2 rag
n02-054-08,path fringed and shaded by citrus trees .,part pruged auol chaded Gy cihus tees.
n02-054-09,""" If you want my true opinion I 'll give it .",“If ame a “7 Prue Of nb (U prvert
n02-062-00,You made some sort of a protest to Graybury .,You nacte SON sort of a protest Jo Cage Gogh
n02-062-01,I 'll give you credit for that . But you didn't press,"[M give ie creat for flat. Fut im aide, F Press"
n02-062-02,"the matter because , very naturally , you were","tle wafer becarise , vay a peal You were"
n02-062-03,thoroughly enjoying Forrest's company in,il acy Gf oy Oi cog Forres t's Cts CL bain
n02-062-04,"idyllic surroundings . "" "" How dare you say","dyllic Sucrovian aps. ""yw clare yy Oo tay"
n02-062-05,"such a thing ? "" she blazed . "" For goodness'","wuct, a aid a va he blapect, For pooluess’"
n02-062-06,"sake show a glimmer of reason , "" was his","sale show og a of LALO, ° was lus"
n02-062-07,equally indignant rejoinder .,epually (dh pincen t tg waa .
n02-082a-01,"She avoided his gaze , and tried to ignore that",She avoroled ls Sh! ancl Lavecl ko — tlic t
n02-082a-02,"last impertinent remark . "" With four other people - ""","fact Mtuperhiuerl dsetiark. ,AmL four otter prope —"""
n02-082a-03,""" Whom you never once managed to circumvent . """,", WMoln Gor vever OUCR wane vol Lo C1 Criunert. ©"
n02-082a-04,"The mockery in his voice had deepened . "" With","Tbe tLeChobe, tin Cus vorce Lacl OlecpeLuod, y WL,"
n02-082a-05,"all due deference , Miss Deane - come off it ! ""","all tue oleference, iss Otaue - cotue off /+ fe"
n02-082a-06,She met his eyes then .,Sle wath lus L$ Claor |
n02-098-01,"slowly , "" If you must drag the truth","sovsly, “ SIL yor must Aran the frnth"
n02-098-02,"out of me , I must ask you to regard","out of me, J must ask yor +0 regard"
n02-098-03,"it as confidential . "" "" My dear Beryl ,","i aS contictential. “Hy clear beryl,"
n02-098-04,"don't tell me anything , if you 'd rather",phon te +cll me anythine Lt& youd tothes
n02-098-05,"not . "" He was clearly startled by her",not. He was clearly Startled by hes
n02-098-07,"not I , who started this conversation . """,not J who started this convessation | |
p03-057-00,""" Neither can Nigel , "" smiled Diana .",""" Deither Can Ase, “smiled Diana."
p03-057-01,""" He 's saving up to get married . Remember ? """,\ He ‘s Savine up to act marned. Remember?”
p03-057-02,""" I remember , "" quipped the houseman ,","“ J rmembas “ quipped the. heuseman ,"
p03-057-03,"meaning no offence , "" but does he ?","meaning ne offence, “ but dees he +"
p03-057-04,"That blonde was something . "" "" Anybody",Thot blonde was something. — “Anybods
p03-057-05,"I know ? "" she smiled . "" I think so .",J know? che smiled. “J think so.
p03-057-08,""" No , "" Di said immediately . "" It isn't at","‘No, DE Said immecttatly, “A isnt at"
p03-087-00,""" Oh , he wasn't . His motor-bike had",“Oh he wasn'é. tS mofor-bike had
p03-087-01,broken down outside and he noticed,DroRen clown outside and he not ced
p03-087-02,your car and then you dancing with,Hour col and then yo dancing Loeth
p03-087-03,"this blonde . "" "" Really ? "" Nigel cocked",this lolonde .“ “ Rally?” Nigel coated
p03-087-04,"one eyebrow . "" Actually she was brunette",One eyebron. ° Actuely che Was benek.
p03-087-05,at the roots and I had a redhead on,atthe fool ond J hada vwdheact oan.
p03-087-06,the other arm . He would have told,the otherarm. He pweulol have 40(a4
p03-087-07,"you this , too ? "" "" No , "" she laughed .","oun this, too? * No,“ she laneyhock |"
p03-087-08,""" He didn't actually see you . Because",“ He otdnt actually See Hou. Be cause
p03-087-09,it was your car I suppose he,1+ Was your Caf V/ Suppose he
p03-087-10,"presumed it was you , all dressed up in","presumed it was you, all Aressed up in"
p03-096-00,""" My white or my black ? "" Nigel enquired .",\ My vohite oF my black 2° Vigek enqucred |
p03-096-01,""" Now I wonder which I wore at that",: Now TJ vondes whide J were at thet
p03-096-02,"particular surgery ? "" "" You are a fool ,","parHcalar Surgesn é : © Jou Che a Leot ,"
p03-096-03,"darling , "" Di said happily . "" I shall take",Olax ine ) Dt sath hae. ” 7 shall take
p03-096-04,great pleasure in telling that young man,Omak pleasure in “rel a that yours nan
p03-096-05,exactly what you were doing that,aeadeg What wou (ACRE hola thot
p03-096-06,"evening . "" "" No , don't , "" he said , after","evening.” “ Vo, clow't he sarhd , alles"
p03-096-07,"kissing her again . "" I rather like to have","Pissing hes again . "" 7 tecthes ike 4 have"
p03-096-08,the housemen think of me as a,the housemen think of me as a
p03-103-00,"I 'm such a dull fellow , really . "" "" Dull ? "" She","Tim Sudria dul fellows, rally ."" “Dull? she"
p03-103-01,couldn't believe it . Self-deprecation,"Coulhknwt believe it, Self— olepre cohen"
p03-103-02,was not one of Nigel's usual attributes .,Was not @ne of Aicel's usual atth buts.
p03-103-03,""" You need your holiday , darling . I only",al You née Ad your holidax . Aa lens _J only
p03-103-04,"wish I could go with you ! "" "" Doctor",wich FJ could 5° eoith youl “ Doctor
p03-103-07,"I suppose ? "" she enquired archly .",3 SuppeSse 2° She enguatea atchly
p03-112-00,""" No , it wouldn't ! "" he almost snapped ,","""Yo, it Wouldn't!” he almest snapped ,"
p03-112-01,"surprising her . "" You sounded like some-",Surprising hes. © ow soundech Kke some-
p03-112-02,body else for a moment there . It doesn't,body efse Lor a moment thee. Jt dsesnt
p03-112-03,"become you to behave like a - a tart , Di . """,become Yyouto behave Khe a — otart Di!
p03-112-04,""" Nigel - ! "" she gasped . "" I didn't mean to",‘Nigel —! “she gacped. “J obida't mean to
p03-112-05,behave like anything of the kind . I,behave ike ano thine o€ the nd. J
p03-112-07,miserable enough my having to take my,Missa ble enough my having +o take my
p03-112-08,leave in the autumn without you,leave in the autumn Without you
p03-112-09,trying to be bright and gay about it .,ying ‘To be bright and I3oy cibeut iv.
n02-151-00,Their air of smiling somnolence showed them,Their aur of smilins somnolence showecl Chem
n02-151-02,"celebrations , and their friendly welcome","celebatios, ancl Lhecr friendly welcome"
n02-151-03,"and warm sympathy , as she explained","ama Warm Sympathy , aS she brolain et"
n02-151-04,"how she had come to miss the party ,","oo: Ge FE ome & wedi the por ty,"
n02-151-05,made her send a complacent glance,made her Semb & complacen€ glance
n02-151-06,in Piers' direction . What a fuss-box the,ws Peden | Aiechion. What a fouss-bok She
n02-151-07,"man was , she thought impatiently ,","man wes, She Cheught tmyoatin Clg."
n02-151-10,on the estate was a major error :,OW Lhe Cd fe t-te Vas & (Mayor LIF OF :
n02-154-00,"And then she received a jolt . Old Hubert , standing",An kun re recent a ott Ol Hib t  skavroting
n02-154-01,"beside her , his battered hat in his hand , his","Ursicke Aer Kin batterrcl Lak im his Aarwel, Aca"
n02-154-02,"toothless mouth stretched in a wide grin , told her","beotNers maw abet Rel finn & wile geen , fobel Aes"
n02-154-03,"in halting 6patois that "" 3Mistah Piers "" had","Lan. Aedting 6 patois LZ ck , oMistah Plievs Acuck"
n02-154-04,"explained right at the start that "" 3Mis' Beryl ""","cot yl imesh aeghk of Me phat shat , SMS Beryl”"
n02-157-00,That it wouldn't be her fault at all . That,That tuorloln!* be her Laub at all Theo
n02-157-01,"she was a lady who , like her Uncle Charles ,","She wos a lady uho, Lle bes lrele Ceue"
n02-157-02,"took the highest pride in keeping her word . "" I",fo Hoe Naghaot ri tin kayting hos vert. ‘/
n02-157-03,"could see 3anudder 3t'ing , "" he went on in a","Owl See Seunpoley Panay ""he wet Onin ce"
n02-157-04,"lower voice , his sunken black eyes twinkling .","lores VOK2, Nis Strato, 44 types Fedidekcg,"
n02-157-05,"3"" He powerful anxious , poor Mistah Piers .",SHE poukil ancdtn.; Pour MUshh Far.
n02-157-06,We all know how Balicou Island dangerous,uk oll B acne how Pee noms bv rndl Obersforre
n02-157-07,"to all kin' o' boats , wid d'ose big , big","mall Kil of Goode, wri olbose bey, hig"
n02-157-08,rocks in an' out o' de water .,lean Wn on! Oud of Ae roucelet .
n03-038-00,He had almost entirely settled back into his old,eo Aad abewsk. aries whic! Loe€ t26 25 AX
n03-038-01,"ways , even to reading law about two hours each","mens, Je S vanes hee Qh * eo Lote1S Gael"
n03-038-02,"day . Though he did not refuse wine , which the",
n03-038-04,did not act as though he found it necessary,OM ba Cae BS dng ua Pee wo ent a
n03-038-05,except in moderate compliance with his father's,"CXGAP i> varie Compaen ce, fe MB ae Aap"
n03-064-00,Around that rounded rocky promontory where the,Jim. il fet tau ool pela poteonten uy be fle
n03-064-03,"triangular sail , and to the judge's frightened eyes , so",Prana Jak auol i te proses Prien yal $o
n03-064-04,close to the rocks that it would be dashed,clase be Yee veclc Yet it weet de adept ccd
n03-066-00,""" That boy ! That damned fool boy ! What does he mean","a: | boy v TMThel annwol Root boy © WWheal oles li mea,"
n03-066-02,What does time mean when weighed against the life of,Whol ow dane wa ohn weleok ayansd Wo Uke aX
n03-066-03,"two human beings ? "" Not until he was certain that the","‘ne hesrvgs / "" Nol endl ko Cec casdan dba We"
n03-066-04,yawl had rounded the rocky point instead of,youl bad reondrhl We cock y port inrkal OK
n03-066-05,being flung against the huge boulders did the judge,aes flung apansl ti hyr Lotdus did Wo poe
n03-066-06,empty his lungs of stifling air and refill them,rely Wl Lancs ef (bg ar aol efi don
n03-066-07,with part of that howling northwest gale .,"wi il, pod of Mel how Hmodl Lard Salk"
n03-079-00,"When the wind was on a rampage , as it was","WIhin the Wind War ow a fampeye , aa kk Wan"
n03-079-01,"now , it could kick up a sea-sized commotion","noW , At coukol kick a a nea- rata Commo hiou"
n03-079-02,where it had a straight blow of eight miles,whem dt had a sheet bdo i wat nules
n03-079-03,"down the lake . 3"" Big blow , Judge , "" re-","dowu He dake . 3° my blow , [etqer NK -"
n03-079-04,marked Willie Kim as the wind billowed,matktad Wilke Kim anon He wed Aiilooed
n03-079-05,out and sucked in his baggy black,ot aud afuckecd fun hin #4799 black
n03-082-00,"3"" Blow like hell . Maybe by and by",SY How Whe Mell. Manor by ond by
n03-082-01,"she blow some more . "" "" Hello , Willie , where",she Low SOUL Wore ' . Kells Qilbe. nor.
n03-082-02,"did you come from ? "" the judge said in","hd Yon COWL (rom ! , we (dye jad wa"
n03-082-03,"mild surprise . "" I didn't hear you . Do you",wildy warp Se “dda 't Lea Gon - [/s worn
n03-082-04,see that fool boy of mine out there on,See KoA fool Low sf Gia use oul Yaret On
n03-082-05,"the lake ? "" 3"" I see him . You don't need","We (lie ""(coe ae. tom dont ceed."
n03-082-06,"worry , Judge . Big wind like that can't",Nort fecap Oa wind (lee Ral con't
n03-091-00,"Bill is good man , and Bueno Buck is raised on lake .","Bh sy a DAY , Qrarck Bueno Boek vs FC Onjek Own Yoh."
n03-091-01,"He no drown , too . Him , his mother throw him into","We Uo A rousKr , too , Woo nas wr ednes tore a -"
n03-091-02,water to make him swim when he is born .,"asobes bo vaake — gus wr ts Wwe yy Nor,"
n03-091-03,"Maybe so Bill , he can swim that good , too . ""","Hoy Se so WU Le COMM SOA Mrok yook , bee."
n03-091-04,"The yawl , riding the high waves with an air that",The woul Mwy dle Kaye UsONC) w MAL OM od tho
n03-091-05,"might have made an ocean liner envious , seemed","ee lt Ns ee Unockr Qn. 38 cc bios QuUvrev S, SaeewureA"
n03-091-06,prepared to make a safe though violent landing,P re Pored be — | a sole though violet land
n03-097-00,""" My God ! "" the judge cried out . "" The boy",", Wy God!"" He judge csied tut, , Ihe Cou"
n03-097-01,is going to try to make a landing on the,IS goiup Ye Ty make a cucling On ie
n03-097-03,"Willie Kim was speechless , only his slant","Wylie Eitn wae yee bless, aly Lal Vout"
n03-097-04,black eyes showing any emotion . With a,black. cyee Nlaig Quy WMMAoRor). CSI &
n03-097-05,"quick shift of tiller , and at the same time","Quick drift of Hiker, and at the Jawe ving"
n03-097-06,jibbing the boom to which he had the,[iGeinp 2 bot & sliiclh. be had He
n03-097-07,"stay rope fastened , Bill made the","Fiay rope jrctued, Bil rrade Ke"
n03-103-00,It seemed to the frightened judge,OE SOWA to Ue TAMIA judge
n03-103-01,as though his son would actually,rm” Woude Iuia dove Would actually
n03-103-02,shoot the craft in under the outer,sueok Ure alk im Wudes Une oles
n03-103-03,end of the wharf . But by pressing,Wa of Ue wot. but by pi aoig
n03-103-04,the tiller hard over and at the,Ue Niles look aves quo at Uv
n03-103-05,same time dropping the small sheet,sone Ku dsoppirg Ue small sheet
n03-103-06,"of wet canvas , Bill cleared the","of wir couucod, BIL Chord Ue"
n03-103-07,"corner of the pier by inches , and","(NUES Oo Un pits by imchwa, aud"
n03-103-08,"with the tiller still hard over , brought","WW Ur files sil our aves, brougeat"
n03-103-09,the yawl up against the waves,VU youn) Wp agarwat Une Walder
n03-106-01,""" that was as pretty a piece of seamans-",", Clear logy QW prehg a Prue gf VEGAU ALLY -"
