line_id,reference,hypothesis
n01-057-03,Tartaro at a few minutes past ten on the,Tartaro at a few minister past ten on the
n01-057-04,previous night . He worked out the distance,precious rigid . He worked out the distance
n01-057-05,on the presumption that its route had been,On the presumption that its route had been
n01-057-06,through Florence and Rome and then,through Florence and pains and their
n01-057-07,across Italy via Foggia to Barletta .,aeross Italy via Foggia to Marletta .
n01-057-08,It came to just over six hundred,It came to just over six hundred
n02-000-00,DARKNESS had descended like a curtain by the,DARKNESS had descended like a certain by the
n02-000-01,"time they docked at Belleray . And though Guy ,","time they docked at Belleray . And though Guy ,"
n02-000-02,"made nervous by Beryl's silence , drove at reckless","made nervous by Beryl's silence , drove at reckless"
n02-000-03,"speed to the Villa , it was quickly evident that","speed to the Villa , it was quickly evident that"
n02-000-04,the party was over . Piers came strolling out to,the party was over . Piers came strolling out to
n02-000-05,"meet the Deanes , and as soon as Guy had","meet the Deanes , and as soon as Guy had"
n02-000-06,"driven away , invited them casually to come to","driven away , invited them casually to come to"
n02-016-01,"casual tone , "" She 's not returning to her family . She 's","casual tone , "" She's not returning to her family . She's"
n02-016-02,"going to live with friends of the bank manager , just","going to live with friends of the bank manager , just"
n02-016-03,"this side of Belleray . "" Mrs. Deane made a suitable","this side of Belleray . "" Mrs. Deane made a suitable"
n02-016-04,"comment , but Beryl said nothing . She was trying","comment , but Beryl said nothing . She was trying"
n02-016-05,to sort things out in her mind . That beneath his,to sort things out in her mind . That beneath his
n02-016-06,unnaturally smooth exterior Piers was simmering,unnaturally smooth exterior Piers was simmering
n02-016-07,with anger against her she had no doubt .,with anger against her she had no doubt .
n02-004-00,"To Beryl , at least , this was anti-climax with a","To Beryl , at least , this was anti-chimax with a"
n02-004-01,vengeance . She had expected to be met with violent,vengeance . She had expected to be met with violent
n02-004-02,reproaches - and here he was bland and smiling .,reproaches - and here he was bland and smiling .
n02-004-03,But it did not take her long to realise that his mood,But it did not take her long to realise that his mood
n02-004-04,was less pleasant than appeared on the surface .,was less pleasant than appeared on the surface .
n02-004-05,"He told her nonchalantly , as he led the way to his","He told her non chalantly , as he led the way to his"
n02-004-06,"own veranda , that he had taken the liberty of","Oxon Veranda , that he had taken the liberty of"
n02-004-07,asking Jack - as a representative of the Vallin family -,asking Jack - as a representative of the Wallin family -
n02-004-08,to come over and make the presentation in her stead .,to come over and make the presentation in her stood .
n02-009-00,""" I caught him just as he was going to the",""" I caught him just as he was going to the"
n02-009-02,of fact I 'd asked him last night to deputise,of fact I'd asked him last night to deputies
n02-009-03,for me and fetch her . He brought her to the party,for me and fetch her . He brought her to the party
n02-009-06,said the first thing that came into her head .,said the first thing that came into her head .
n02-028-05,"had had a thoroughly good time , and it would take them","had had a thoroughly good time , and it would take them"
n02-028-06,nearly to next week to settle down again . Meanwhile,nearly to next week to settle down again . Meanwhile
n02-028-07,Hubert would have betaken himself and his well-,latest would have between himself and his well-
n02-049-03,"look as though it was only what you expected of me ,","look as though it was only what you expected of me ,"
n02-033-00,It was all over and done with .,It was all over and done with .
n02-033-01,For the time being Beryl was content to let,For the time being Beryl was content to let
n02-033-02,"it go at that , but she resolved to have","it go at that , but she resolved to have"
n02-033-03,it out with Piers when a reasonable,it out with Piers when a reasonably
n02-033-04,opportunity presented itself . He must,opportunity presented itself . He must
n02-033-05,learn that he could not treat her,learn that he could not treat her
n02-033-06,"with injustice and contempt , ignoring","with in justice and contempt , ignoring"
n02-033-07,her explanations as though he were,her explanations as through he were
n02-033-08,"a schoolmaster and she a small ,","a schoolmaster and she a small ,"
n02-037-00,He gave her no chance of any private,the gave her no chance of any private
n02-037-01,"conversation that evening , for when","conversation that evening , for when"
n02-037-02,"Blanche and Jack left , he went with","Blanche and Jack left , he went with"
n02-037-03,them . But next morning she insisted,them . But next morning she insisted
n02-037-04,on his taking her out in the jeep -,on his taking her out in the jeep-
n02-037-05,"to find , if possible , Hubert and his","to find , if possible , thebert and his"
n02-037-07,her great disappointment at being,her great disappointment at being
n02-037-08,held up in Balicou .,help up in Balicou .
n02-040-00,"With an air of resignation he sent Judy , his","With an air of resignation he sent Judy , his"
n02-040-01,"Boxer , to the back , and made room for her","Boxer , to the back , and made room for her"
n02-040-02,"beside him . "" Is that all you want to do ? ""","beside him . "" Is that all you want to do ? """
n02-040-03,"he asked , letting in the clutch . "" No ; I want","he asked , letting in the church . "" No , I want"
n02-040-04,to make you understand just what happened,to make you understand just what happened
n02-040-05,"about this Balicou trip , "" she returned","about this Balicon trip , "" she returned"
n02-040-06,"coldly . "" I 'm a little tired of being treated","caldly . "" I'm a little tired of being treated"
n02-040-07,"like an ineffective imbecile . ""","like an ineffective imbecile . """
n02-045-00,""" And I 'm heartily sick of being constantly called",""" and I'm heartily side of being constantly called"
n02-045-01,"to account for my manners , "" he retorted .","to account for my manners , "" he retorted ."
n02-045-02,""" What have I done wrong now ? I cover up for",""" What have I done wrong now ? I cover up for"
n02-045-03,you the best way I can by getting hold of Jack,you the best way I can by getting hold of Jack
n02-045-04,"to make the presentation , I run the damned","to make the presentation , Iran the damned"
n02-045-05,party to the best of my ability - saying the,party to the best of my ability - saying the
n02-045-06,sugary things you ought to have been there,suggery things you ought to have been there
n02-054-01,to understand all the whys and,to understand all the whigs and
n02-054-02,"wherefores of your actions , "" he said","wherefores of your actions , "" he said"
n02-054-03,"stiffly . "" Still less to criticise you . ""","stiffly . "" Still less to criticise you . """
n02-054-04,""" Oh , drop that nonsense , Piers !",""" Oh , drop that nonsense , Piers ?"
n02-054-05,"Be yourself , "" she exclaimed , with","be yourself , "" she exclaimed , with"
n02-054-06,"mounting exasperation . "" Very well ! "" He","mounting exasperation . "" Very well ? "" the"
n02-054-07,brought the jeep to a standstill in a rough,brought the jeep to a standstill in a rough
n02-054-08,path fringed and shaded by citrus trees .,path fringed and shaded by citrus trees .
n02-054-09,""" If you want my true opinion I 'll give it .",""" If you want up true opinion I'll give it ."
n02-062-00,You made some sort of a protest to Graybury .,You made some sort of a protest to Grapburg .
n02-062-01,I 'll give you credit for that . But you didn't press,I'll give you credit for that . But you didn't press
n02-062-02,"the matter because , very naturally , you were","the matter because , very naturally , you were"
n02-062-03,thoroughly enjoying Forrest's company in,thoroughly enjoying Forest's company in
n02-062-04,"idyllic surroundings . "" "" How dare you say","idytic surroundings . "" "" How dare you say"
n02-062-05,"such a thing ? "" she blazed . "" For goodness'","such a thing ? "" she blazed . "" For goodness"
n02-062-06,"sake show a glimmer of reason , "" was his","sake show a glimmer of reason , "" was his"
n02-062-07,equally indignant rejoinder .,equally indignant rejoinder .
n02-082a-01,"She avoided his gaze , and tried to ignore that","She avoided his gaze , and tried to ignore that"
n02-082a-02,"last impertinent remark . "" With four other people - ""","last impertinent remark . "" With four other people - """
n02-082a-03,""" Whom you never once managed to circumvent . """,""" Whom you never once managed to circumvent . """
n02-082a-04,"The mockery in his voice had deepened . "" With","The mockery in his voice had deepened . "" With"
n02-082a-05,"all due deference , Miss Deane - come off it ! ""","all due deference , Miss Deane - come off it ! """
n02-082a-06,She met his eyes then .,She met his eyes then .
n02-098-01,"slowly , "" If you must drag the truth","slowly , "" If you must drag the truth"
n02-098-02,"out of me , I must ask you to regard","out of me , I must ask you to regard"
n02-098-03,"it as confidential . "" "" My dear Beryl ,","it as confidential . "" "" My clear Beryl ,"
n02-098-04,"don't tell me anything , if you 'd rather","don't tell me anything , if you'd rather"
n02-098-05,"not . "" He was clearly startled by her","not . "" He was clearly startled by her"
n02-098-07,"not I , who started this conversation . ""","not I , who started this conversation . """
p03-057-00,""" Neither can Nigel , "" smiled Diana .",""" Neither can Nigel , "" smiled Diana ."
p03-057-01,""" He 's saving up to get married . Remember ? """,""" He's saving up to get married . Remember ? """
p03-057-02,""" I remember , "" quipped the houseman ,",""" I remember , "" quipped the houseman ,"
p03-057-03,"meaning no offence , "" but does he ?","meaning no offence , "" but does he ?"
p03-057-04,"That blonde was something . "" "" Anybody","That blonde was something . "" "" Anybody"
p03-057-05,"I know ? "" she smiled . "" I think so .","I know ? "" she smiled . "" I think so ."
p03-057-08,""" No , "" Di said immediately . "" It isn't at",""" No , "" Di said immediately . "" It isn't at"
p03-087-00,""" Oh , he wasn't . His motor-bike had",""" Oh , he wasn't . this motor-bike had"
p03-087-01,broken down outside and he noticed,broken down outside and he noticed
p03-087-02,your car and then you dancing with,your car and then you dancing with
p03-087-03,"this blonde . "" "" Really ? "" Nigel cocked","this blonde . "" "" Really ? "" Nigel cocked"
p03-087-04,"one eyebrow . "" Actually she was brunette","one eyebrow . "" Actually she was brunette"
p03-087-05,at the roots and I had a redhead on,at the roots and I had a redhead on
p03-087-06,the other arm . He would have told,the other arm . He would have told
p03-087-07,"you this , too ? "" "" No , "" she laughed .","you this , too ? "" No , "" she laughed ."
p03-087-08,""" He didn't actually see you . Because",""" He didn't actually see you . Because"
p03-087-09,it was your car I suppose he,it was your car I suppose he
p03-087-10,"presumed it was you , all dressed up in","presumed it was you , all dressed up in"
p03-096-00,""" My white or my black ? "" Nigel enquired .",""" My white or my black ? "" Nigel enquired ."
p03-096-01,""" Now I wonder which I wore at that",""" Now I wonder which I wore at that"
p03-096-02,"particular surgery ? "" "" You are a fool ,","particular surgery ? "" "" You are a fool ,"
p03-096-03,"darling , "" Di said happily . "" I shall take","darling , "" Di said happily . "" I shall take"
p03-096-04,great pleasure in telling that young man,great pleasure in telling that young man
p03-096-05,exactly what you were doing that,exactly what you were doing that
p03-096-06,"evening . "" "" No , don't , "" he said , after","evening . "" "" No , don't , "" he said , after"
p03-096-07,"kissing her again . "" I rather like to have","kissing her again . "" I rather like to have"
p03-096-08,the housemen think of me as a,the housemen think of me as a
p03-103-00,"I 'm such a dull fellow , really . "" "" Dull ? "" She","I'm such a dull fellow , really . "" "" Dull ? "" She"
p03-103-01,couldn't believe it . Self-deprecation,couldn't believe it . Self-deprecation
p03-103-02,was not one of Nigel's usual attributes .,was not one of Nigel's usual attributes .
p03-103-03,""" You need your holiday , darling . I only",""" You need your holiday , darling . I only"
p03-103-04,"wish I could go with you ! "" "" Doctor","wish I could go with you ! "" "" Doctor"
p03-103-07,"I suppose ? "" she enquired archly .","I suppose ? "" she enquired archly ."
p03-112-00,""" No , it wouldn't ! "" he almost snapped ,",""" No , it wouldn't ! "" he almost snapped ,"
p03-112-01,"surprising her . "" You sounded like some-","surprising her . "" You sounded like some-"
p03-112-02,body else for a moment there . It doesn't,body else for a moment there . It doesn't
p03-112-03,"become you to behave like a - a tart , Di . ""","become you to behave like a - a tart , Di . """
p03-112-04,""" Nigel - ! "" she gasped . "" I didn't mean to",""" Nigel - ! "" she grasped . "" I didn't mean to"
p03-112-05,behave like anything of the kind . I,behave like anything of the kind . I
p03-112-07,miserable enough my having to take my,miserable enough my having to take my
p03-112-08,leave in the autumn without you,leave in the autumn without you
p03-112-09,trying to be bright and gay about it .,trying to be bright and gay about it .
n02-151-00,Their air of smiling somnolence showed them,Their air of smiling commonplace showed them
n02-151-02,"celebrations , and their friendly welcome","celebrations , and their friendly welcome"
n02-151-03,"and warm sympathy , as she explained","and warm sympathy , as she explained"
n02-151-04,"how she had come to miss the party ,","how she had come to mix the party ,"
n02-151-05,made her send a complacent glance,made her send a complacent glance
n02-151-06,in Piers' direction . What a fuss-box the,in Peers' direction . What a fuss-box the
n02-151-07,"man was , she thought impatiently ,","man was , she thought impatently ,"
n02-151-10,on the estate was a major error :,on the estate was a major error :
n02-154-00,"And then she received a jolt . Old Hubert , standing","And then she received a jult . Old Talent , standing"
n02-154-01,"beside her , his battered hat in his hand , his","beside her , his battered hat in his hand , his"
n02-154-02,"toothless mouth stretched in a wide grin , told her","bootdress month stretched in a wide gain , told her"
n02-154-03,"in halting 6patois that "" 3Mistah Piers "" had","in halting 6patois that "" 3 Mistah Piers "" had"
n02-154-04,"explained right at the start that "" 3Mis' Beryl ""","complained right at the start that "" 3 His "" Beryl """
n02-157-00,That it wouldn't be her fault at all . That,That it wouldn't be her fault at all . That
n02-157-01,"she was a lady who , like her Uncle Charles ,","the was a lady who , like her uncle Charlie ,"
n02-157-02,"took the highest pride in keeping her word . "" I","tach the highest pride in keeping her word . "" I"
n02-157-03,"could see 3anudder 3t'ing , "" he went on in a","could see Zamader 3t'ing , "" he went on in a"
n02-157-04,"lower voice , his sunken black eyes twinkling .","lowers voice , his sunken black eyes twinkling"
n02-157-05,"3"" He powerful anxious , poor Mistah Piers .","3"" He powerful anxious , pour Mistah Peers ."
n02-157-06,We all know how Balicou Island dangerous,We all know how Balicou Island dangerous
n02-157-07,"to all kin' o' boats , wid d'ose big , big","to all trial of Scouts , which chose big , big"
n02-157-08,rocks in an' out o' de water .,rodas in an ' out of the wooter .
n03-038-00,He had almost entirely settled back into his old,He had almost entirely settled back into his old
n03-038-01,"ways , even to reading law about two hours each","ways , even to reading how about two hours each"
n03-038-02,"day . Though he did not refuse wine , which the","day . Through the did not refuse wine , which , the"
n03-038-04,did not act as though he found it necessary,did not act as through her launch it necessary
n03-038-05,except in moderate compliance with his father's,except in moderate compliance with his father's
n03-064-00,Around that rounded rocky promontory where the,Around that rounded rocky promontory where the
n03-064-03,"triangular sail , and to the judge's frightened eyes , so","triangular rail , and to the judge's frightened eyes , so"
n03-064-04,close to the rocks that it would be dashed,close to the rocks that it would be darked
n03-066-00,""" That boy ! That damned fool boy ! What does he mean",' That boy ! That damned fool boy ! What does he mean
n03-066-02,What does time mean when weighed against the life of,What does time mean when weighed against the life of
n03-066-03,"two human beings ? "" Not until he was certain that the","two human bearings ? "" Not until he was certain that the"
n03-066-04,yawl had rounded the rocky point instead of,yawl had rounded the rocky point instead of
n03-066-05,being flung against the huge boulders did the judge,being funny against the huge bandits did the judge
n03-066-06,empty his lungs of stifling air and refill them,employ his wings of six-flag air and refill them
n03-066-07,with part of that howling northwest gale .,with part of that howling northwest gate .
n03-079-00,"When the wind was on a rampage , as it was","When the wind was on a rampage , as it was"
n03-079-01,"now , it could kick up a sea-sized commotion","now , it could kick up a sea-sized commotion"
n03-079-02,where it had a straight blow of eight miles,where it had a straight blow of eight miles
n03-079-03,"down the lake . 3"" Big blow , Judge , "" re-","down the lake . 3"" Big blow , Judge , "" re-"
n03-079-04,marked Willie Kim as the wind billowed,marked Willie Kim as the wind billowed
n03-079-05,out and sucked in his baggy black,out and sucked in his baggy black
n03-082-00,"3"" Blow like hell . Maybe by and by","3"" Blow like hell . Maybe by and by"
n03-082-01,"she blow some more . "" "" Hello , Willie , where","she blow some more . "" "" Hello , Willie , where"
n03-082-02,"did you come from ? "" the judge said in","did you come from ? "" the judge said in"
n03-082-03,"mild surprise . "" I didn't hear you . Do you","mild surprise . "" I didn't hear you . Do you"
n03-082-04,see that fool boy of mine out there on,see that fool boy of mine out there on
n03-082-05,"the lake ? "" 3"" I see him . You don't need","the lake ? "" 3"" I see him . You don't need"
n03-082-06,"worry , Judge . Big wind like that can't","worry , Judge . Big wind like that can't"
n03-091-00,"Bill is good man , and Bueno Buck is raised on lake .","Bill is good man , and Bueno Buck's raised on lake ."
n03-091-01,"He no drown , too . Him , his mother throw him into","He no drown , too . Him , his mother throw him into"
n03-091-02,water to make him swim when he is born .,water to make him swim when he is born .
n03-091-03,"Maybe so Bill , he can swim that good , too . ""","Maybe so Bill , he can swim that good , too . """
n03-091-04,"The yawl , riding the high waves with an air that","They sawl , riding the high waves with an air that"
n03-091-05,"might have made an ocean liner envious , seemed","might have made an ocean liner envious , seemed"
n03-091-06,prepared to make a safe though violent landing,prepared to make a safe though violent landing
n03-097-00,""" My God ! "" the judge cried out . "" The boy",""" Why God ! "" the judge cried out . "" The boy"
n03-097-01,is going to try to make a landing on the,is going to try to make a landing on the
n03-097-03,"Willie Kim was speechless , only his slant","Willie Kim was speeddress , only his stout"
n03-097-04,black eyes showing any emotion . With a,black eyes choosing any emotion . with a
n03-097-05,"quick shift of tiller , and at the same time","quick shift of killer , and at the same time"
n03-097-06,jibbing the boom to which he had the,jibbing the boom to which he had the
n03-097-07,"stay rope fastened , Bill made the","Stay rope fastened , Bill made the"
n03-103-00,It seemed to the frightened judge,It seemed to the frightened judge
n03-103-01,as though his son would actually,as though his son would actually
n03-103-02,shoot the craft in under the outer,shoot the craft in under the outer
n03-103-03,end of the wharf . But by pressing,end of the wharf . But by pressing
n03-103-04,the tiller hard over and at the,the titles had over and at the
n03-103-05,same time dropping the small sheet,same time dropping the small sheet
n03-103-06,"of wet canvas , Bill cleared the","of wet canvas , Bill cleared the"
n03-103-07,"corner of the pier by inches , and","courses of the pies by inches , and"
n03-103-08,"with the tiller still hard over , brought","with the titles still hard ones , brought"
n03-103-09,the yawl up against the waves,the yawl up against the waves
n03-106-01,""" that was as pretty a piece of seamans-",""" that was a pretty a piece of sedenames-"
n03-106-02,hip as I ever saw . That boy of,hip on Seven van . That boy of
n03-106-03,mine seems to know how to do,mistress seems too know how to do
n03-106-04,"everything , when he wants to . ""","everything , When he wants to ,"
n03-106-05,""" 3Naw , "" disputed Willie . 3"" Just",", 3 Now , "" this quoted Willie , 3 "" Just"
n03-106-06,play in damn fine luck this time .,play in dawn the luck this time
n03-106-07,"He plenty smart though . "" As they",he plenty smart thoughts . ' As they
n03-106-08,"reached the pier , the judge on legs","reached the pier , the judge , our legs"
n03-106-09,"that were a little unsteady , they","that were a little unsuitedly , three ,"
n03-106-10,"found Bueno Buck , now on the","found Serena Buck , now on the"
n03-113-01,weren't worried . We 're going to,recent women . We're going to
n03-113-02,drag the boat ashore and turn,drop the boat ashore and town
n03-113-03,her over . She has a foot of,her over . She has a foot of
n03-113-04,water in her . I wouldn't be,wrote in her . I wouldn't be
n03-113-05,surprised if we broke all,surprised if we broke all
n03-113-06,speed records on the way in .,speed records on the way in
n03-113-07,"Yes sir , I am slightly wet , and","Yes sir , I am slightly wet , and"
n03-113-08,Buck would be wetter if he,Buck would be better if he
n03-113-09,"had more clothes on . ""","had more clothes on . """
n03-120-00,With four doing the job and the waves,With four doing the jobs and the waves
n03-120-02,dragged out but before it was turned,dragged out but before it was turned
n03-120-03,over Bueno Buck reached into the foot,over Bueno Buck reached into the foot
n03-120-04,"of water , tossed out a string of silvery","of water , tossed out a string of silvery"
n03-120-05,"lake trout and said - 3"" Bill , he 's better","lake trout and said - 3"" Bill , he's better"
n03-120-06,"man at catch 'em than Injun , Judge .","man at catch 'em than Injun , Judge ."
n03-120-07,You look . Little one more as fifteen,You look . Little one more as fifteen
n03-120-08,"inches . Maybe big one four feet ,","inches . Maybe big one four feet ,"
n03-126-00,""" By George , that is a beautiful string of fish ! ""","By George , that is a beautiful string of fish ! """
n03-126-01,"exclaimed the judge . "" Toss them on the grass","exclaimed the judge . "" Too them on the grass"
n03-126-03,few moments later the yawl was upside,few moments later the yawil was opposite
n03-126-04,"down , exposing its shallow keel .","down , exposing its shallow keel ."
n04-015-00,A submariner's wife needed to be spared as much,A submariner's wife needed to be spared as much
n04-015-01,as possible . Anyway the Parsifal affair was far,as possible . Anyway the Parsifal affair was far
n04-015-02,too fresh in both their minds to be a comfortable,too fresh in both their minds to be a comfortable
n04-015-04,We can do with the extra money . It 'll just about,We can do with the extra money . It'll just about
n04-015-05,"pay Jacky's school fees . "" "" What shall we do","pay Jackie's school fees . "" "" What shall we do"
n04-015-06,about this house ? - and Jill's school ? - and oh !,about this house ? - and Jill's school ? - and oh !
n04-022-00,If I 'd known what it would be like I 'd sooner,If I'd known what it would be like I'd sooner
n04-022-02,"work on Sundays , "" he said . "" They 're worse off than","work on Sundays , "" he said . "" They're worse off than"
n04-022-03,submariners . You ought to have married that fat,submariners . You ought to have married that felt
n04-022-04,stockbroker chap and shared him with his three,stockbroker chap and shared him with his three
n04-022-05,mistresses . Anyway it might be much worse .,mistresses . Anyway it might be much worse .
n04-022-06,Pericles is a Portsmouth boat . She spends longer,Pericles is a Portsmouth boat . She spends longer
n04-022-07,in harbour than any other submarine .,in harbour than any other submarine's .
n04-031-00,"Practically a shore job . Cheer up . "" She wiped","Practically a shore job . Cheer up . "" She wiped"
n04-031-01,"her eyes and reached for her address book . "" I 'll","her eyes and reached for her address book . "" I'll"
n04-031-02,write to those agents and try to get a flat in,write to those agents and try to get a flat in
n04-031-03,"Alverstoke , "" she said . "" But I don't know what","Alverstoke , "" she said . "" But I don't know what"
n04-031-05,blessing that Jacky 's off to boarding school .,blessing that Jacky's off to boarding school .
n04-031-06,And all the trouble you 've taken with the,And all the trouble you've taken with the
n04-039-00,"That little beast , Robbie Munyard ! "" Having","that little beast , Robbie Munyard ! "" Having"
n04-039-01,said her say Peggy manfully shouldered her,said her say Peggy manfully shouldered her
n04-039-03,another home . In the ten years of married life,another home . In the ten years of married life
n04-039-04,this had already happened half a dozen times .,this had already happened half a dozen times .
n04-039-05,Such is the life of a naval officer's wife .,Such is the life of a naval officer's wife .
n04-044-00,John's father had been a naval officer of the old,John's father had been a naval officer of the old
n04-044-01,school ; some of his rigid ideas had been passed,school ; some of his rigid ideas had been passed
n04-044-02,on to the second generation . One of these was that,on to the second generation . One of these was that
n04-044-03,"an officer should join a ship , on taking up a","an officer should join a ship , on taking up a"
n04-044-04,"new appointment , at nine a.m. precisely , dressed","new appointment , at nine a.m. precisely , dressed"
n04-044-05,in the modern equivalent of frock-coat and sword .,in the modern equivalent of frock-coat and sword .
n04-044-06,It would have been acceptable to all concerned,It would have been acceptable to all concerned
n04-044-07,if John had stepped into Fort Blockhouse clad in,if John had stepped into Fort Blockhouse clad in
n04-044-08,"plain-clothes on the previous night , but ways","plain-clothes on the previous night , but ways"
n04-044-09,instilled by martinet parents have a habit of,instilled by martinet parents have a habit of
n04-048-01,"famous Portsmouth hostelry , second only in historic","famous Portsmouth hortelny , second only in historic"
n04-048-02,"interest to The George , unhappily destroyed by German","interest to the George , unhappily destroyed by German"
n04-048-03,bombs during the last war . Having deposited his,lombs during the last ever . Having deposited this
n04-048-04,baggage and unpacked his overnight-bag he,baggage and unpacked his overnight-log he
n04-048-05,went in search of a drink . The lower bar was,went in search of a drink . The lower bar was
n04-048-06,"empty , save for the lady known by all habitue","Empty , gave for the lady Sanoun by all halitude"
n04-048-08,man who was staring moodily into a gin,man who was strong moodily into a gin
n04-052-01,must have been worth a great deal to the proprietors,must have been worth a great deal to the propriers
n04-052-02,"of the hotel . She greeted John , however , with less","of the hotel . She greeted John , however , with less"
n04-052-03,than her usual cordiality and flashed a warning,than has visual cordiality and flashed a warning
n04-052-04,glance at him . Evidently the other occupant,glance at him . Evidently the other occupant
n04-052-05,of the bar was not 6persona grata . If her,of the bar was not Epersona grata . If her
n04-052-08,"gin ? "" He turned to Seaweed -","gin ? "" He turned to Seaneeed -"
n04-060-00,""" Make it a large one , darling . I know the naval",""" Make it a large one , darling . I know the naval"
n04-060-01,"habits . ' Drink gin and call each other wallahs ,","halits . "" Drink gin and call each other wallalls ,"
n04-060-03,"from a visit to the Royal Navy . Submarines , what .","from a visit to the Royal Navy . Submarines , what"
n04-060-04,"Youngest D.S.C. in the war , what ? Crawled","youngest D.S.C. in the war , what ? Crawled"
n04-060-05,inside a submarine casing to defuse a Jerry,inside a submarine casing to defuse a ferry
n04-060-06,bomb . Should have been a V.C.,bornlr . Should have been a V.C.
n04-068-01,"obviously thirsty . "" John fought back his","alriously thirsty . "" John fought back his"
n04-068-02,inherited desire to snub the man . If he did he,inhabited desire to save the man . If he did be
n04-068-03,would have to leave the bar and either sit in,would have to leave the bar and either sit in
n04-068-04,the lounge or return to his bedroom .,the lounge or return to his bedroom .
n04-068-05,Seaweed sensed his embarrassment and,Seaweed sensed his embarrassment and
n04-068-06,"came to the rescue . "" You haven't introduced","came to the rescue . "" You haven't introduced"
n04-068-07,"yourself , "" she said with mock severity .","yourself . "" she said with mock severity ."
n04-075-03,nature - I assumed that you both knew who I,nature - I assumed that you both becomes who I
n04-084-02,He held out his hand and John could not do,He held out his hand and John could not do
n04-084-04,"Commander , "" he said . "" Now what about that","Commander , "" he said . "" Now what about that"
n04-084-06,one in return and he was lonely .,one in return and he was lonely .
n04-092-03,a Lieutenant-Commander . Perhaps we could,a Lieutenant-Commander . Perhaps we could
n04-092-04,"drop the rank - such a mouthful ! "" "" You 're","drop the ranks - such a mouthful ! "" "" You're"
n04-092-06,"his glass . "" Fill it up , darling . Accuracy above","his glass . "" Fill it up , darling . Agency above"
n04-092-07,all else . We pride ourselves about accuracy on,all else . We pride ourselves about accuracy on
n04-100-01,Check and counter-check - nothing but the truth .,Check and court-check - nothing but the truth .
n04-100-04,"gin with relish . It was his favourite brand ,",gin with relish . He was his favourite brand
n04-100-05,he was on the verge of a new chapter in,he was on the verge of a new chapter in
n04-100-06,"his career , and his companion's attitude was","his career , and his companions attitude was"
n04-107-00,Life at home and in Bath had been a,life at horns and in Bath had been a
n04-107-01,trifle too comfortable and humdrum .,trifle too comfortable and human
n04-107-02,He 'd never before met a pressman and,He'd never before met a pressman and
n04-107-05,"Bawley . "" The truth is usually very embarra-","Bawley . "" The truth is usually very embarma"
n04-114-01,going to take over command of Pericles . Am I,going to take over command of Pericles . Am I
n04-114-05,"he said . "" Expense account . You 're a married","he said . "" Expense account . You're a married"
n04-114-07,your substance on a complete stranger . Set,your substance on a complete stranger . but
n04-130-01,"off it , "" said Bawley . "" The proprietor of the Daily","off it , "" said Bawley . "" The proprietor of the Daily"
n04-130-02,"Courier knows what 's going on . If he doesn't mind ,",Counter honours what's going on . If he does not mind
n04-130-03,"why should you ? "" "" I see . "" John took the","Why should you ? "" "" I see . "" John took the"
n04-130-04,refilled glass and looked over the rim at his,refilled glass and looked over the rim at his
n04-130-05,"companion . "" You want me to talk , is that it ? ""","companion . "" You want me to talk , is that it ? """
n04-139-00,""" You misjudge me , "" said Bawley . "" You have",""" If an unsyridge me , "" said Bawley . "" You have"
n04-139-05,"of course . "" "" On one condition , "" said John .","of course . "" On one condition , "" said John"
n04-149-02,we give him the publicity . ' The Honourable,we gave him the publicity . ' The Honourable
n04-149-04,"sort of thing . "" "" You 'll get nothing out of me , ""","sort of Thring . "" "" You'll get nothing out of me . """
n04-156-01,"tell George to bring in the 6carte du jour . ""","tell George to bring in the scarte du jour . """
n04-156-04,host and a splendid raconteur . The evening,host and a splendid racenter . The evening
n04-156-05,passed all too quickly . As they parted in,passed all too quickly . As they parted in
n04-156-06,the vestibule the two men were well,"the vestibule , the two man were well"
n04-156-07,disposed towards each other .,disposed towards one another .
n04-163-02,give me a ring at this number and I 'll,give me a ring at this number and I'll
n04-163-05,John took it and put it in his pocket .,John took it and put it in his pocket .
n04-171-00,Ever been out in a submarine ? I 'll give,Ever been out in a submarine ? I'll give
n04-171-01,"you a spin round one of these days , if you","you a spin round one of these days , if you"
n04-171-02,"like . You could write it up . "" Bawley made a face .","like . You could write it up . "" Bawley made a face ."
n04-171-03,""" Not in Pericles , old man . "" "" Why not ? """,""" Not in Pericles , old man . "" "" Why not ? """
n04-171-04,""" Better ask Robbie Munyard . "" "" What 's he been",""" Better ask Robbie Munnyard . "" "" What's he been"
n04-171-05,"saying ? "" John was furious . The little squirt !","saying ? "" John was furious . The little squirt !"
n04-171-06,To go gassing to a newspaper man !,To go gassing to a newspaper man !
n04-183-00,""" Look ! "" he went on earnestly . "" You 're not going",""" Look ! "" he went on earnestly . "" You're not going"
n04-183-01,"to write up Pericles in some way or other , are","to write up Pericles in some way or other , are"
n04-183-02,"you ? "" "" What is there to write up ? "" said","you ? "" What is there to write up ? "" said"
n04-183-03,"Bawley . "" There are forty-three submarines in","Bawley . "" There are forty-three submarines in"
n04-183-04,"the Navy - why should I pick on Pericles ? ""","the Navy - why should I pick on Pericles ? """
n04-183-05,"John eyed him steadily . "" It 's the Parcifal",John eyed him steadily . ' It's the Parcifal
n04-183-06,"business , isn't it ? "" he said quietly .","business , isn't it ? "" he said quietly ."
